,Interest,RepaymentPeriod,LoanAmount,EmployerName,InstallmentAmount,Boundery,LoanTypeName,YoB 
4843,1.0,12,99000.0,1,8250.0,1,16,1965.0
4844,1.0,12,40000.0,1,3333.3333333333335,1,2,1965.0
4845,1.25,43,287125.0,1,6677.325581395349,1,11,1965.0
4846,1.0,12,100000.0,1,8333.333333333334,1,2,1940.0
4847,1.25,72,873000.0,1,12125.0,1,11,1940.0
4848,1.25,48,485000.0,1,10104.166666666666,1,20,1971.0
4849,10.0,1,21000.0,1,21000.0,1,7,1971.0
4850,1.15,48,124410.0,1,2591.875,1,10,1971.0
4851,1.0,12,120000.0,1,10000.0,1,2,1968.0
4852,10.0,1,15000.0,1,15000.0,1,7,1968.0
4853,1.25,48,190000.0,1,3958.3333333333335,1,20,1968.0
4854,1.0,12,60000.0,1,5000.0,1,2,1968.0
4855,1.15,72,843800.0,1,11719.444444444445,1,10,1973.0
4856,1.0,12,30000.0,1,2500.0,1,2,1973.0
4857,1.25,48,400000.0,1,8333.333333333334,1,20,1973.0
4858,1.15,72,1257366.0,1,17463.416666666668,1,10,1974.0
4859,10.0,1,42000.0,1,42000.0,1,7,1975.0
4860,1.25,48,200000.0,1,4166.666666666667,1,20,1975.0
4861,1.15,72,1160225.0,1,16114.236111111111,1,10,1975.0
4862,1.25,72,352642.0,1,4897.805555555556,1,11,1979.0
4863,1.25,48,293000.0,1,6104.166666666667,1,20,1979.0
4864,1.25,30,433000.0,1,14433.333333333334,1,20,1961.0
4865,1.15,72,527375.0,1,7324.652777777777,1,10,1973.0
4866,1.25,48,198000.0,1,4125.0,1,20,1973.0
4867,1.15,36,160000.0,1,4444.444444444444,1,10,1951.0
4868,10.0,1,17000.0,1,17000.0,1,7,1962.0
4869,1.15,46,227755.0,1,4951.195652173913,1,10,1962.0
4870,1.15,20,200000.0,1,10000.0,1,17,1962.0
4871,10.0,1,10000.0,1,10000.0,1,9,1962.0
4872,1.25,72,436500.0,1,6062.5,1,11,1965.0
4873,1.0,12,58000.0,1,4833.333333333333,1,16,1965.0
4874,1.15,20,260000.0,1,13000.0,1,17,1965.0
4875,1.25,72,583819.0,1,8108.597222222223,1,11,1940.0
4876,1.0,10,60000.0,1,6000.0,1,2,1968.0
4877,1.0,12,60000.0,1,5000.0,1,2,1968.0
4878,1.25,48,432000.0,1,9000.0,1,20,1971.0
4879,1.25,48,585000.0,1,12187.5,1,20,1969.0
4880,1.25,72,600187.5,1,8335.9375,1,11,1969.0
4881,1.0,12,50000.0,1,4166.666666666667,1,16,1969.0
4882,10.0,1,25000.0,1,25000.0,1,7,1969.0
4883,1.15,84,851000.0,1,10130.952380952382,1,10,1974.0
4884,1.15,30,211000.0,1,7033.333333333333,1,17,1974.0
4885,10.0,1,4000.0,1,4000.0,1,7,1954.0
4886,1.25,30,107000.0,1,3566.6666666666665,1,20,1954.0
4887,1.25,48,526000.0,1,10958.333333333334,1,20,1960.0
4888,1.25,72,982125.0,1,13640.625,1,11,1962.0
4889,1.15,72,632850.0,1,8789.583333333334,1,10,1963.0
4890,1.25,30,100000.0,1,3333.3333333333335,1,20,1963.0
4891,1.0,12,124000.0,1,10333.333333333334,1,16,1968.0
4892,1.15,30,100000.0,1,3333.3333333333335,1,17,1969.0
4893,1.15,84,372312.0,1,4432.285714285715,1,10,1969.0
4894,1.15,48,518375.0,1,10799.479166666666,1,10,1940.0
4895,1.0,12,150000.0,1,12500.0,1,2,1972.0
4896,1.25,72,916650.0,1,12731.25,1,11,1972.0
4897,1.25,48,500000.0,1,10416.666666666666,1,20,1974.0
4898,10.0,1,39000.0,1,39000.0,1,7,1973.0
4899,1.0,12,80000.0,1,6666.666666666667,1,16,1973.0
4900,1.0,30,1200000.0,1,40000.0,1,18,1973.0
4901,10.0,1,20000.0,1,20000.0,1,7,1974.0
4902,1.25,48,440000.0,1,9166.666666666666,1,20,1974.0
4903,10.0,1,31000.0,1,31000.0,1,7,1973.0
4904,1.25,72,1060936.0,1,14735.222222222223,1,11,1973.0
4905,1.25,48,815000.0,1,16979.166666666668,1,20,1973.0
4906,1.25,48,608000.0,1,12666.666666666666,1,20,1973.0
4907,1.25,72,982125.0,1,13640.625,1,11,1973.0
4908,1.0,12,25000.0,1,2083.3333333333335,1,2,1940.0
4909,1.25,72,982125.0,1,13640.625,1,11,1940.0
4910,1.0,12,20000.0,1,1666.6666666666667,1,2,1940.0
4911,1.25,48,300000.0,1,6250.0,1,20,1940.0
4913,1.25,72,927562.0,1,12882.805555555555,1,11,1940.0
4914,1.0,20,160000.0,1,8000.0,1,6,1973.0
4915,1.15,48,311025.0,1,6479.6875,1,10,1970.0
4916,10.0,1,8000.0,1,8000.0,1,7,1970.0
4917,1.15,48,414700.0,1,8639.583333333334,1,10,1963.0
4918,10.0,1,16000.0,1,16000.0,1,7,1969.0
4919,1.25,72,720225.0,1,10003.125,1,11,1969.0
4920,1.25,48,210000.0,1,4375.0,1,20,1969.0
4921,1.25,48,283000.0,1,5895.833333333333,1,20,1974.0
4922,10.0,1,5000.0,1,5000.0,1,7,1974.0
4923,10.0,1,34000.0,1,34000.0,1,7,1969.0
4924,1.0,12,25000.0,1,2083.3333333333335,1,2,1969.0
4925,1.25,48,479000.0,1,9979.166666666666,1,20,1969.0
4926,10.0,1,1000.0,1,1000.0,1,9,1969.0
4927,10.0,1,15000.0,1,15000.0,1,7,1969.0
4928,1.25,48,613000.0,1,12770.833333333334,1,20,1969.0
4929,1.15,72,303240.0,1,4211.666666666667,1,10,1969.0
4930,1.0,12,14000.0,1,1166.6666666666667,1,16,1969.0
4931,10.0,1,10000.0,1,10000.0,1,9,1974.0
4932,1.0,12,41000.0,1,3416.6666666666665,1,16,1974.0
4933,1.25,48,600000.0,1,12500.0,1,20,1974.0
4934,1.15,72,1160225.0,1,16114.236111111111,1,10,1974.0
4935,10.0,1,20000.0,1,20000.0,1,7,1974.0
4936,1.25,48,360000.0,1,7500.0,1,20,1976.0
4937,1.25,72,1129892.0,1,15692.944444444445,1,11,1976.0
4938,1.15,54,833000.0,1,15425.925925925925,1,10,1972.0
4939,1.25,30,200000.0,1,6666.666666666667,1,20,1972.0
4940,1.0,12,45000.0,1,3750.0,1,16,1974.0
4941,1.25,48,476000.0,1,9916.666666666666,1,20,1974.0
4942,10.0,1,20000.0,1,20000.0,1,7,1974.0
4943,1.25,72,927562.5,1,12882.8125,1,10,1975.0
4944,1.15,48,1036750.0,1,21598.958333333332,1,10,1975.0
4945,1.15,84,1489250.0,1,17729.166666666668,1,10,1965.0
4946,1.0,30,510000.0,1,17000.0,1,1,1965.0
4947,1.0,48,700000.0,1,14583.333333333334,1,6,1965.0
4948,10.0,1,105000.0,1,105000.0,1,7,1965.0
4949,1.25,48,185000.0,1,3854.1666666666665,1,20,1950.0
4950,10.0,1,350.0,1,350.0,1,9,1966.0
4951,1.25,48,305000.0,1,6354.166666666667,1,20,1966.0
4952,10.0,1,24000.0,1,24000.0,1,7,1966.0
4953,1.0,12,50000.0,1,4166.666666666667,1,16,1959.0
4954,10.0,1,9000.0,1,9000.0,1,7,1959.0
4956,0.0,12,-1000.0,1,-83.33333333333333,1,10,1960.0
4957,1.15,36,390545.0,1,10848.472222222223,1,10,1962.0
4958,1.15,48,518375.0,1,10799.479166666666,1,10,1940.0
4959,1.25,48,300000.0,1,6250.0,1,20,1968.0
4960,10.0,1,9500.0,1,9500.0,1,13,1968.0
4961,1.25,72,305550.0,1,4243.75,1,11,1968.0
4962,1.25,48,347000.0,1,7229.166666666667,1,20,1968.0
4963,10.0,1,5000.0,1,5000.0,1,7,1968.0
4964,10.0,1,250.0,1,250.0,1,9,1968.0
4965,1.0,12,20000.0,1,1666.6666666666667,1,16,1968.0
4966,1.25,48,169800.0,1,3537.5,1,11,1965.0
4967,1.25,30,491000.0,1,16366.666666666666,1,20,1940.0
4968,1.25,57,1254825.0,1,22014.473684210527,1,11,1940.0
4969,1.0,12,50000.0,1,4166.666666666667,1,2,1940.0
4970,10.0,1,33000.0,1,33000.0,1,7,1968.0
4971,1.25,48,725000.0,1,15104.166666666666,1,20,1968.0
4972,1.25,72,1276762.0,1,17732.805555555555,1,11,1968.0
4973,1.0,10,50000.0,1,5000.0,1,2,1968.0
4974,1.0,12,70000.0,1,5833.333333333333,1,2,1970.0
4975,10.0,1,46000.0,1,46000.0,1,7,1970.0
4976,1.0,12,50000.0,1,4166.666666666667,1,2,1970.0
4977,1.0,12,20000.0,1,1666.6666666666667,1,2,1970.0
4978,1.0,12,15000.0,1,1250.0,1,2,1970.0
4979,1.0,12,20000.0,1,1666.6666666666667,1,2,1970.0
4980,10.0,1,10000.0,1,10000.0,1,9,1970.0
4981,1.25,48,335000.0,1,6979.166666666667,1,20,1970.0
4982,1.0,12,25000.0,1,2083.3333333333335,1,2,1970.0
4983,1.45,72,896472.5,1,12451.006944444445,1,11,1970.0
4984,10.0,1,30000.0,1,30000.0,1,7,1962.0
4985,1.25,48,346000.0,1,7208.333333333333,1,20,1962.0
4986,1.15,36,610000.0,1,16944.444444444445,1,10,1962.0
4988,1.15,48,622050.0,1,12959.375,1,10,1971.0
4989,1.0,12,30000.0,1,2500.0,1,2,1971.0
4990,1.0,12,20000.0,1,1666.6666666666667,1,16,1971.0
4991,1.25,30,346000.0,1,11533.333333333334,1,20,1971.0
4992,1.25,72,604732.0,1,8399.055555555555,1,11,1940.0
4993,1.0,12,40000.0,1,3333.3333333333335,1,16,1940.0
4994,1.25,30,391000.0,1,13033.333333333334,1,20,1972.0
4996,1.25,48,621000.0,1,12937.5,1,20,1973.0
4997,10.0,1,1400.0,1,1400.0,1,9,1940.0
4998,1.25,48,404000.0,1,8416.666666666666,1,20,1940.0
4999,10.0,1,16000.0,1,16000.0,1,7,1940.0
5000,1.25,72,516360.0,1,7171.666666666667,1,11,1940.0
5001,1.0,12,15000.0,1,1250.0,1,2,1940.0
5002,1.0,12,70000.0,1,5833.333333333333,1,16,1974.0
5003,1.25,72,1309500.0,1,18187.5,1,11,1974.0
5004,1.25,48,615000.0,1,12812.5,1,20,1974.0
5005,1.0,20,100000.0,1,5000.0,1,6,1971.0
5006,10.0,1,18000.0,1,18000.0,1,7,1971.0
5007,1.0,12,25000.0,1,2083.3333333333335,1,16,1971.0
5008,1.25,48,262000.0,1,5458.333333333333,1,20,1974.0
5009,1.0,12,200000.0,1,16666.666666666668,1,2,1976.0
5010,1.15,36,411100.0,1,11419.444444444445,1,10,1976.0
5011,1.25,30,388000.0,1,12933.333333333334,1,20,1974.0
5012,1.25,72,982125.0,1,13640.625,1,11,1974.0
5013,1.0,12,30000.0,1,2500.0,1,16,1974.0
5014,1.25,48,518000.0,1,10791.666666666666,1,20,1965.0
5015,1.0,12,20000.0,1,1666.6666666666667,1,2,1965.0
5016,1.25,60,1058300.0,1,17638.333333333332,1,11,1965.0
5017,1.0,12,42000.0,1,3500.0,1,16,1965.0
5018,1.0,12,135000.0,1,11250.0,1,2,1965.0
5019,1.0,12,30000.0,1,2500.0,1,2,1965.0
5020,10.0,1,35000.0,1,35000.0,1,7,1965.0
5021,1.25,30,100000.0,1,3333.3333333333335,1,20,1966.0
5022,1.0,30,60000.0,1,2000.0,1,18,1966.0
5023,10.0,1,12000.0,1,12000.0,1,7,1966.0
5024,1.15,48,304545.0,1,6344.6875,1,10,1967.0
5025,1.25,48,47000.0,1,979.1666666666666,1,20,1951.0
5026,1.15,60,205664.0,1,3427.733333333333,1,10,1951.0
5027,1.25,60,672656.0,1,11210.933333333332,1,11,1975.0
5028,1.25,30,159000.0,1,5300.0,1,20,1975.0
5029,1.0,12,34000.0,1,2833.3333333333335,1,16,1975.0
5030,1.25,72,1014862.0,1,14095.305555555555,1,11,1967.0
5031,1.25,48,112000.0,1,2333.3333333333335,1,20,1967.0
5032,1.15,72,632850.0,1,8789.583333333334,1,10,1966.0
5033,1.25,72,818438.0,1,11367.194444444445,1,11,1966.0
5034,1.0,12,22000.0,1,1833.3333333333333,1,16,1940.0
5035,1.25,48,282000.0,1,5875.0,1,20,1940.0
5036,10.0,1,6500.0,1,6500.0,1,7,1940.0
5037,1.25,72,763875.0,1,10609.375,1,10,1975.0
5038,1.25,48,427000.0,1,8895.833333333334,1,20,1971.0
5039,1.25,72,441197.0,1,6127.736111111111,1,11,1971.0
5040,1.25,30,195000.0,1,6500.0,1,20,1951.0
5041,1.15,60,194510.0,1,3241.8333333333335,1,10,1960.0
5042,1.25,84,1216875.0,1,14486.607142857143,1,11,1964.0
5043,10.0,1,550000.0,1,550000.0,1,5,1964.0
5044,1.25,30,400000.0,1,13333.333333333334,1,20,1964.0
5045,1.25,48,450000.0,1,9375.0,1,20,1968.0
5046,1.0,12,30000.0,1,2500.0,1,2,1968.0
5047,1.0,12,40000.0,1,3333.3333333333335,1,2,1968.0
5048,10.0,1,39000.0,1,39000.0,1,7,1968.0
5049,1.0,12,20000.0,1,1666.6666666666667,1,2,1968.0
5050,10.0,1,4000.0,1,4000.0,1,13,1968.0
5051,0.0,12,108320.0,1,9026.666666666666,1,10,1970.0
5055,1.25,72,507431.0,1,7047.652777777777,1,11,1960.0
5056,1.0,12,40000.0,1,3333.3333333333335,1,2,1973.0
5057,1.0,12,35000.0,1,2916.6666666666665,1,2,1973.0
5058,1.0,10,200000.0,1,20000.0,1,2,1973.0
5059,1.0,12,20000.0,1,1666.6666666666667,1,2,1961.0
5060,1.15,20,140000.0,1,7000.0,1,17,1961.0
5061,1.15,72,570620.0,1,7925.277777777777,1,10,1961.0
5062,1.25,48,260000.0,1,5416.666666666667,1,20,1954.0
5063,1.0,12,100000.0,1,8333.333333333334,1,2,1967.0
5064,1.15,72,1160225.0,1,16114.236111111111,1,10,1967.0
5065,1.0,10,50000.0,1,5000.0,1,16,1962.0
5066,1.0,12,50000.0,1,4166.666666666667,1,2,1965.0
5067,1.25,72,818438.0,1,11367.194444444445,1,11,1968.0
5068,1.25,48,204000.0,1,4250.0,1,20,1966.0
5069,1.0,12,15000.0,1,1250.0,1,16,1966.0
5070,1.0,20,200000.0,1,10000.0,1,6,1969.0
5071,1.25,72,458325.0,1,6365.625,1,11,1970.0
5072,1.0,12,120000.0,1,10000.0,1,2,1970.0
5073,1.0,8,20000.0,1,2500.0,1,16,1975.0
5074,1.15,72,421900.0,1,5859.722222222223,1,10,1975.0
5075,1.0,12,135000.0,1,11250.0,1,2,1975.0
5076,1.15,72,949275.0,1,13184.375,1,10,1940.0
5077,1.25,72,545625.0,1,7578.125,1,11,1971.0
5078,1.15,20,90000.0,1,4500.0,1,17,1971.0
5079,1.25,48,534000.0,1,11125.0,1,20,1940.0
5080,10.0,1,9000.0,1,9000.0,1,7,1940.0
5081,1.15,72,104420.0,1,1450.2777777777778,1,10,1940.0
5083,1.0,12,30000.0,1,2500.0,1,2,1962.0
5084,10.0,1,9000.0,1,9000.0,1,7,1962.0
5085,1.0,12,20000.0,1,1666.6666666666667,1,2,1962.0
5086,1.15,30,181000.0,1,6033.333333333333,1,17,1962.0
5087,1.25,60,279825.0,1,4663.75,1,11,1962.0
5088,1.0,12,8000.0,1,666.6666666666666,1,2,1962.0
5089,1.0,12,22500.0,1,1875.0,1,16,1962.0
5090,10.0,1,23000.0,1,23000.0,1,7,1962.0
5091,10.0,1,3000.0,1,3000.0,1,13,1962.0
5092,1.0,12,39000.0,1,3250.0,1,2,1962.0
5093,1.0,12,300000.0,1,25000.0,1,2,1962.0
5094,1.25,48,140000.0,1,2916.6666666666665,1,20,1956.0
5095,1.15,72,1582125.0,1,21973.958333333332,1,10,1967.0
5096,1.0,30,70000.0,1,2333.3333333333335,1,18,1968.0
5097,1.0,12,220000.0,1,18333.333333333332,1,2,1960.0
5098,10.0,1,20000.0,1,20000.0,1,7,1966.0
5099,1.25,48,575000.0,1,11979.166666666666,1,20,1966.0
5100,10.0,1,1500.0,1,1500.0,1,9,1966.0
5101,1.0,12,47000.0,1,3916.6666666666665,1,16,1966.0
5102,1.25,30,215000.0,1,7166.666666666667,1,20,1966.0
5103,1.0,12,30000.0,1,2500.0,1,2,1969.0
5104,1.0,12,40000.0,1,3333.3333333333335,1,2,1969.0
5105,1.15,48,311025.0,1,6479.6875,1,10,1969.0
5106,1.25,72,447412.0,1,6214.055555555556,1,11,1965.0
5107,1.25,48,438000.0,1,9125.0,1,20,1965.0
5108,1.0,12,20000.0,1,1666.6666666666667,1,16,1965.0
5109,1.0,12,40000.0,1,3333.3333333333335,1,16,1940.0
5110,1.0,12,21000.0,1,1750.0,1,16,1967.0
5111,10.0,1,14000.0,1,14000.0,1,7,1967.0
5112,1.25,48,310000.0,1,6458.333333333333,1,20,1967.0
5113,1.15,72,485185.0,1,6738.680555555556,1,10,1967.0
5114,1.15,30,200000.0,1,6666.666666666667,1,17,1966.0
5115,1.15,60,1396195.0,1,23269.916666666668,1,10,1966.0
5116,1.25,48,785325.0,1,16360.9375,1,11,1940.0
5117,1.15,30,100000.0,1,3333.3333333333335,1,17,1969.0
5118,10.0,1,6000.0,1,6000.0,1,7,1973.0
5119,1.0,12,25000.0,1,2083.3333333333335,1,16,1973.0
5120,1.25,48,275000.0,1,5729.166666666667,1,20,1973.0
5121,1.25,60,753375.0,1,12556.25,1,11,1971.0
5122,1.0,12,30000.0,1,2500.0,1,2,1971.0
5123,1.15,72,632850.0,1,8789.583333333334,1,10,1971.0
5124,1.25,48,533000.0,1,11104.166666666666,1,20,1968.0
5125,1.0,30,24000.0,1,800.0,1,18,1968.0
5126,10.0,1,19200.0,1,19200.0,1,7,1968.0
5127,1.25,72,447412.5,1,6214.0625,1,10,1976.0
5128,1.15,60,1415248.0,1,23587.466666666667,1,10,1976.0
5129,10.0,1,20000.0,1,20000.0,1,7,1976.0
5130,1.25,30,145000.0,1,4833.333333333333,1,20,1976.0
5131,1.0,12,40000.0,1,3333.3333333333335,1,16,1970.0
5132,10.0,1,10000.0,1,10000.0,1,7,1970.0
5133,1.25,72,360112.0,1,5001.555555555556,1,11,1970.0
5134,1.25,48,250000.0,1,5208.333333333333,1,20,1970.0
5135,1.0,12,40000.0,1,3333.3333333333335,1,16,1965.0
5136,1.25,72,807525.0,1,11215.625,1,11,1965.0
5137,1.25,48,360000.0,1,7500.0,1,20,1965.0
5138,10.0,1,10000.0,1,10000.0,1,7,1965.0
5139,1.15,20,436000.0,1,21800.0,1,17,1962.0
5140,1.0,12,75000.0,1,6250.0,1,16,1962.0
5142,1.25,46,455262.0,1,9897.0,1,11,1965.0
5143,10.0,1,18000.0,1,18000.0,1,7,1965.0
5144,1.25,48,290000.0,1,6041.666666666667,1,20,1965.0
5145,1.25,48,494000.0,1,10291.666666666666,1,20,1968.0
5146,10.0,1,19000.0,1,19000.0,1,7,1968.0
5147,10.0,1,600.0,1,600.0,1,9,1968.0
5148,1.0,12,25000.0,1,2083.3333333333335,1,16,1968.0
5149,1.25,72,1091250.0,1,15156.25,1,11,1966.0
5150,1.25,48,280000.0,1,5833.333333333333,1,20,1970.0
5151,10.0,1,20000.0,1,20000.0,1,7,1973.0
5152,1.25,30,374000.0,1,12466.666666666666,1,20,1973.0
5153,1.25,30,300000.0,1,10000.0,1,20,1968.0
5154,1.15,84,1808375.0,1,21528.27380952381,1,10,1968.0
5155,1.25,72,1418625.0,1,19703.125,1,10,1975.0
5156,1.25,48,621000.0,1,12937.5,1,20,1975.0
5157,10.0,1,3500.0,1,3500.0,1,9,1975.0
5158,10.0,1,37000.0,1,37000.0,1,7,1975.0
5159,1.25,72,180056.0,1,2500.777777777778,1,11,1975.0
5160,1.25,48,125000.0,1,2604.1666666666665,1,20,1970.0
5161,1.0,12,21000.0,1,1750.0,1,16,1970.0
5165,1.0,30,170000.0,1,5666.666666666667,1,18,1973.0
5166,1.25,30,192169.0,1,6405.633333333333,1,11,1962.0
5167,1.0,10,60000.0,1,6000.0,1,2,1963.0
5168,1.25,23,406000.0,1,17652.17391304348,1,20,1963.0
5169,1.0,12,123000.0,1,10250.0,1,16,1963.0
5170,1.15,84,957375.0,1,11397.32142857143,1,10,1971.0
5171,10.0,1,23000.0,1,23000.0,1,7,1974.0
5172,1.25,48,766000.0,1,15958.333333333334,1,20,1974.0
5173,1.0,12,52000.0,1,4333.333333333333,1,16,1974.0
5174,1.25,72,512888.0,1,7123.444444444444,1,11,1974.0
5175,1.7,12,79458.0,1,6621.5,1,2,1960.0
5176,1.15,30,97000.0,1,3233.3333333333335,1,17,1957.0
5177,1.15,72,316425.0,1,4394.791666666667,1,10,1957.0
5178,1.0,30,190000.0,1,6333.333333333333,1,18,1960.0
5179,1.25,60,581175.0,1,9686.25,1,11,1997.0
5180,1.25,48,282000.0,1,5875.0,1,20,1997.0
5181,1.25,30,200000.0,1,6666.666666666667,1,20,1967.0
5182,1.25,72,1309500.0,1,18187.5,1,11,1967.0
5183,1.0,12,40000.0,1,3333.3333333333335,1,2,1964.0
5184,1.0,12,15000.0,1,1250.0,1,16,1964.0
5185,1.25,72,1276762.0,1,17732.805555555555,1,11,1964.0
5186,1.25,48,600000.0,1,12500.0,1,20,1964.0
5187,1.0,20,73000.0,1,3650.0,1,6,1967.0
5188,1.0,12,70000.0,1,5833.333333333333,1,2,1967.0
5189,1.25,30,495000.0,1,16500.0,1,20,1967.0
5190,1.25,72,551081.0,1,7653.902777777777,1,11,1967.0
5191,1.25,72,567419.0,1,7880.819444444444,1,11,1967.0
5192,1.15,60,418300.0,1,6971.666666666667,1,10,1968.0
5193,10.0,1,6000.0,1,6000.0,1,7,1972.0
5194,1.25,48,328000.0,1,6833.333333333333,1,20,1972.0
5195,1.25,72,436500.0,1,6062.5,1,10,1970.0
5196,1.25,30,261000.0,1,8700.0,1,20,1970.0
5197,1.0,12,40000.0,1,3333.3333333333335,1,16,1970.0
5198,1.15,72,1080337.5,1,15004.6875,1,10,1972.0
5199,1.15,72,1582125.0,1,21973.958333333332,1,10,1972.0
5200,1.0,12,60000.0,1,5000.0,1,2,1971.0
5201,1.25,48,435000.0,1,9062.5,1,20,1971.0
5202,10.0,1,36000.0,1,36000.0,1,7,1971.0
5203,1.0,12,80000.0,1,6666.666666666667,1,2,1971.0
5204,1.0,12,130000.0,1,10833.333333333334,1,2,1971.0
5205,1.15,84,1138212.0,1,13550.142857142857,1,10,1971.0
5206,10.0,1,39000.0,1,39000.0,1,7,1973.0
5207,1.25,72,1527750.0,1,21218.75,1,11,1973.0
5208,10.0,1,5000.0,1,5000.0,1,9,1973.0
5209,1.25,48,416000.0,1,8666.666666666666,1,20,1973.0
5210,1.0,20,100000.0,1,5000.0,1,18,1940.0
5211,1.0,10,100000.0,1,10000.0,1,16,1970.0
5212,10.0,1,10000.0,1,10000.0,1,9,1973.0
5213,1.0,12,100000.0,1,8333.333333333334,1,2,1964.0
5214,1.0,12,120000.0,1,10000.0,1,2,1964.0
5215,10.0,1,10000.0,1,10000.0,1,9,1964.0
5216,1.15,54,624750.0,1,11569.444444444445,1,10,1964.0
5217,1.15,30,202000.0,1,6733.333333333333,1,17,1964.0
5218,1.0,12,25000.0,1,2083.3333333333335,1,16,1975.0
5219,1.15,84,382950.0,1,4558.928571428572,1,10,1975.0
5222,1.25,48,215000.0,1,4479.166666666667,1,20,1951.0
5223,10.0,1,4000.0,1,4000.0,1,7,1951.0
5224,10.0,1,2500.0,1,2500.0,1,9,1966.0
5225,1.25,48,294000.0,1,6125.0,1,20,1966.0
5226,1.25,66,379312.0,1,5747.151515151515,1,11,1966.0
5227,10.0,1,12000.0,1,12000.0,1,7,1966.0
5228,1.25,48,1061250.0,1,22109.375,1,11,1955.0
5229,1.15,30,80000.0,1,2666.6666666666665,1,17,1970.0
5230,1.0,20,68000.0,1,3400.0,1,6,1953.0
5231,1.15,72,1054750.0,1,14649.305555555555,1,10,1963.0
5232,1.7,48,499612.5,1,10408.59375,1,10,1960.0
5233,1.15,48,1244100.0,1,25918.75,1,10,1973.0
5234,1.15,72,738325.0,1,10254.513888888889,1,10,1973.0
5235,1.0,12,30000.0,1,2500.0,1,2,1964.0
5236,1.25,36,458000.0,1,12722.222222222223,1,20,1964.0
5237,1.25,48,360825.0,1,7517.1875,1,11,1964.0
5238,1.0,12,20000.0,1,1666.6666666666667,1,16,1964.0
5239,10.0,1,300.0,1,300.0,1,9,1964.0
5240,10.0,1,20000.0,1,20000.0,1,7,1964.0
5241,1.25,25,180000.0,1,7200.0,1,20,1960.0
5242,1.0,12,70000.0,1,5833.333333333333,1,18,1960.0
5243,1.0,12,113000.0,1,9416.666666666666,1,16,1960.0
5244,10.0,1,6000.0,1,6000.0,1,7,1960.0
5245,1.25,60,495075.0,1,8251.25,1,11,1966.0
5246,1.15,72,1212962.0,1,16846.694444444445,1,10,1966.0
5247,1.0,12,100000.0,1,8333.333333333334,1,16,1966.0
5248,1.0,12,100000.0,1,8333.333333333334,1,16,1974.0
5249,1.25,48,322000.0,1,6708.333333333333,1,20,1974.0
5250,10.0,1,27000.0,1,27000.0,1,7,1974.0
5251,10.0,1,8400.0,1,8400.0,1,9,1974.0
5252,1.25,48,254000.0,1,5291.666666666667,1,20,1973.0
5253,1.0,12,12000.0,1,1000.0,1,16,1973.0
5254,10.0,1,700.0,1,700.0,1,9,1973.0
5255,10.0,1,26000.0,1,26000.0,1,7,1973.0
5256,1.25,30,200000.0,1,6666.666666666667,1,20,1970.0
5257,1.15,48,812733.0,1,16931.9375,1,10,1970.0
5258,1.25,72,1418625.0,1,19703.125,1,11,1965.0
5259,1.25,48,570000.0,1,11875.0,1,20,1965.0
5260,1.25,48,366000.0,1,7625.0,1,20,1969.0
5261,10.0,1,19000.0,1,19000.0,1,7,1962.0
5262,1.25,48,517000.0,1,10770.833333333334,1,20,1962.0
5263,10.0,1,300.0,1,300.0,1,9,1962.0
5264,1.15,42,361288.0,1,8602.095238095239,1,10,1962.0
5265,1.25,48,243000.0,1,5062.5,1,20,1967.0
5266,10.0,1,9000.0,1,9000.0,1,7,1964.0
5267,1.25,48,370000.0,1,7708.333333333333,1,20,1964.0
5268,10.0,1,33000.0,1,33000.0,1,7,1968.0
5269,1.25,48,250000.0,1,5208.333333333333,1,20,1968.0
5270,1.25,72,731138.0,1,10154.694444444445,1,11,1968.0
5271,1.0,12,100000.0,1,8333.333333333334,1,2,1960.0
5272,1.25,72,840262.0,1,11670.305555555555,1,11,1967.0
5273,10.0,1,2000.0,1,2000.0,1,9,1967.0
5274,1.25,48,350000.0,1,7291.666666666667,1,20,1967.0
5275,1.15,24,509375.0,1,21223.958333333332,1,10,1965.0
5276,1.0,12,48000.0,1,4000.0,1,16,1969.0
5277,1.25,48,383000.0,1,7979.166666666667,1,20,1969.0
5278,1.0,12,60000.0,1,5000.0,1,2,1969.0
5279,1.0,12,100000.0,1,8333.333333333334,1,2,1969.0
5280,1.25,72,763875.0,1,10609.375,1,11,1969.0
5281,10.0,1,30000.0,1,30000.0,1,7,1969.0
5282,10.0,1,10000.0,1,10000.0,1,7,1972.0
5283,1.0,12,20000.0,1,1666.6666666666667,1,16,1972.0
5284,1.25,48,333000.0,1,6937.5,1,20,1972.0
5285,1.25,72,784238.0,1,10892.194444444445,1,11,1970.0
5286,1.0,12,20000.0,1,1666.6666666666667,1,2,1970.0
5287,1.25,48,276000.0,1,5750.0,1,20,1974.0
5288,10.0,1,15000.0,1,15000.0,1,7,1974.0
5289,1.0,12,100000.0,1,8333.333333333334,1,2,1972.0
5290,1.25,48,230000.0,1,4791.666666666667,1,20,1976.0
5291,10.0,1,22000.0,1,22000.0,1,7,1976.0
5292,1.25,72,854054.0,1,11861.861111111111,1,11,1976.0
5293,1.25,72,272812.0,1,3789.0555555555557,1,11,1977.0
5294,10.0,1,15000.0,1,15000.0,1,7,1977.0
5295,1.25,48,320000.0,1,6666.666666666667,1,20,1977.0
